"STATION","NAME","DATE","PRCP","SNOW","SNWD","TAVG","TMAX","TMIN","TOBS","WT03"
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-07-24",,,,"67","81","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-07-25",,,,"64","78","54",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-07-26",,,,"64","78","54",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-07-27",,,,"66","79","57",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-07-28",,,,"72","83","63",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-07-29",,,,"73","84","66",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-07-30",,,,"73","85","64",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-07-31",,,,"73","82","67",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-01",,,,"73","83","61",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-02",,,,"73","84","66",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-03",,,,"67","79","59",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-04",,,,"67","80","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-05",,,,"76","87","64",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-06",,,,"84","96","72",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-07",,,,"85","95","76",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-08",,,,"84","94","78",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-09",,,,"86","97","81",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-10",,,,"87","97","79",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-11",,,,"85","95","77",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-12",,,,"86","98","80",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-13",,,,"84","94","74",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-14",,,,"82","93","74",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-15",,,,"79","90","73",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-16",,,,"84","95","77",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-17",,,,"84","96","77",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-18",,,,"83","93","75",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-19",,,,"80","91","74",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-20",,,,"78","91","69",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-21",,,,"74","86","66",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-22",,,,"71","82","63",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-23",,,,"69","81","61",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-24",,,,"66","81","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-25",,,,"63","81","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-26",,,,"67","80","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-27",,,,"78","91","67",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-28",,,,"85","95","74",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-29",,,,"84","93","75",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-30",,,,"80","90","74",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-08-31",,,,"74","85","65",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-01",,,,"74","87","65",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-02",,,,"77","89","66",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-03",,,,"77","86","70",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-04",,,,"80","92","71",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-05",,,,"74","80","67",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-06",,,,"74","83","67",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-07",,,,"74","82","68",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-08",,,,"78","90","71",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-09",,,,"81","93","69",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-10",,,,"77","87","70",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-11",,,,"71","82","61",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-12",,,,"70","82","61",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-13",,,,"82","94","70",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-14",,,,"89","100","82",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-15",,,,"87","99","79",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-16",,,,"79","87","70",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-17",,,,"72","82","65",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-18",,,,"76","85","69",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-19",,,,"79","89","70",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-20",,,,"82","92","76",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-21",,,,"81","91","75",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-22",,,,"80","89","74",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-23",,,,"81","92","75",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-24",,,,"72","82","61",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-25",,,,"68","76","63",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-26",,,,"67","78","58",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-27",,,,"72","83","65",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-28",,,,"75","86","67",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-29",,,,"79","90","70",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-09-30",,,,"85","95","74",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-01",,,,"87","100","77",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-02",,,,"85","96","77",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-03",,,,"74","86","60",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-04",,,,"65","74","57",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-05",,,,"67","78","58",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-06",,,,"69","79","63",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-07",,,,"67","76","60",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-08",,,,"65","71","61",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-09",,,,"62","71","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-10",,,,"59","68","55",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-11",,,,"56","63","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-12",,,,"56","64","51",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-13",,,,"63","74","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-14",,,,"78","87","66",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-15",,,,"79","90","74",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-16",,,,"79","90","67",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-17",,,,"83","93","75",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-18",,,,"71","82","61",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-19",,,,"64","77","57",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-20",,,,"59","62","57",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-21",,,,"60","66","57",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-22",,,,"57","63","52",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-23",,,,"56","63","50",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-24",,,,"59","69","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-25",,,,"65","78","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-26",,,,"67","72","63",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-27",,,,"74","82","66",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-28",,,,"74","86","65",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-29",,,,"71","81","64",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-30",,,,"69","78","61",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-10-31",,,,"63","72","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-01",,,,"57","65","51",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-02",,,,"58","67","51",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-03",,,,"67","76","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-04",,,,"76","83","66",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-05",,,,"80","86","75",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-06",,,,"75","83","68",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-07",,,,"62","70","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-08",,,,"53","55","50",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-09",,,,"50","55","46",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-10",,,,"49","59","41",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-11",,,,"51","58","46",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-12",,,,"57","64","50",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-13",,,,"65","73","57",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-14",,,,"65","74","55",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-15",,,,"62","67","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-16",,,,"56","62","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-17",,,,"55","57","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-18",,,,"55","58","52",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-19",,,,"56","64","52",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-20",,,,"59","69","52",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-21",,,,"61","70","52",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-22",,,,"65","73","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-23",,,,"71","76","66",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-24",,,,"70","80","62",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-25",,,,"63","71","54",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-26",,,,"55","62","47",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-27",,,,"58","71","49",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-28",,,,"53","61","48",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-29",,,,"56","58","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-11-30",,,,"58","61","55",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-01",,,,"56","59","54",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-02",,,,"56","59","54",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-03",,,,"56","60","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-04",,,,"54","59","49",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-05",,,,"61","68","57",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-06",,,,"60","66","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-07",,,,"63","71","54",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-08",,,,"60","64","55",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-09",,,,"60","67","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-10",,,,"63","69","58",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-11",,,,"59","69","50",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-12",,,,"50","53","48",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-13",,,,"47","52","41",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-14",,,,"44","49","39",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-15",,,,"45","53","39",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-16",,,,"45","48","41",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-17",,,,"49","51","47",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-18",,,,"48","52","41",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-19",,,,"44","49","38",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-20",,,,"47","51","43",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-21",,,,"49","61","43",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-22",,,,"47","53","43",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-23",,,,"48","51","46",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-24",,,,"51","56","47",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-25",,,,"51","53","48",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-26",,,,"47","54","42",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-27",,,,"47","52","43",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-28",,,,"47","54","43",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-29",,,,"42","45","39",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-30",,,,"44","51","38",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2012-12-31",,,,"45","53","39",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-01",,,,"46","51","40",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-02",,,,"51","58","47",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-03",,,,"54","58","50",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-04",,,,"53","60","48",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-05",,,,"51","59","44",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-06",,,,"44","48","41",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-07",,,,"52","59","44",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-08",,,,"62","69","55",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-09",,,,"58","64","45",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-10",,,,"44","50","38",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-11",,,,"41","49","36",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-12",,,,"41","48","37",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-13",,,,"40","49","36",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-14",,,,"38","43","32",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-15",,,,"47","54","40",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-16",,,,"56","62","51",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-17",,,,"61","66","57",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-18",,,,"61","65","57",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-19",,,,"61","67","57",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-20",,,,"62","68","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-21",,,,"64","70","58",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-22",,,,"64","72","60",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-23",,,,"61","70","50",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-24",,,,"53","58","47",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-25",,,,"55","57","52",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-26",,,,"56","61","50",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-27",,,,"49","54","45",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-28",,,,"46","52","42",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-29",,,,"48","55","42",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-30",,,,"57","65","49",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-01-31",,,,"62","69","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-01",,,,"62","70","55",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-02",,,,"63","68","58",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-03",,,,"61","69","55",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-04",,,,"60","68","52",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-05",,,,"49","54","44",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-06",,,,"50","61","44",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-07",,,,"49","57","44",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-08",,,,"41","46","37",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-09",,,,"44","54","37",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-10",,,,"43","50","37",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-11",,,,"47","55","40",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-12",,,,"50","60","39",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-13",,,,"55","67","44",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-14",,,,"62","69","54",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-15",,,,"64","71","58",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-16",,,,"65","73","60",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-17",,,,"56","66","47",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-18",,,,"49","60","43",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-19",,,,"44","48","39",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-20",,,,"44","56","36",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-21",,,,"47","56","41",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-22",,,,"50","60","42",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-23",,,,"52","61","48",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-24",,,,"51","57","45",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-25",,,,"53","63","45",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-26",,,,"58","65","51",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-27",,,,"58","65","52",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-02-28",,,,"63","72","55",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-01",,,,"68","76","61",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-02",,,,"69","78","60",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-03",,,,"57","65","48",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-04",,,,"54","65","48",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-05",,,,"49","60","43",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-06",,,,"46","50","43",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-07",,,,"48","55","43",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-08",,,,"45","50","40",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-09",,,,"51","61","41",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-10",,,,"60","70","52",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-11",,,,"62","72","54",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-12",,,,"68","79","60",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-13",,,,"72","84","57",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-14",,,,"72","82","62",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-15",,,,"67","77","59",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-16",,,,"62","66","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-17",,,,"60","72","49",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-18",,,,"51","60","44",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-19",,,,"57","69","50",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-20",,,,"59","65","54",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-21",,,,"62","71","58",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-22",,,,"63","73","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-23",,,,"61","72","53",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-24",,,,"64","76","54",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-25",,,,"63","72","58",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-26",,,,"58","69","51",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-27",,,,"55","64","50",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-28",,,,"58","68","50",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-29",,,,"62","74","54",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-30",,,,"56","73","48",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-03-31",,,,"53","60","49",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-01",,,,"51","57","48",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-02",,,,"58","67","49",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-03",,,,"62","73","52",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-04",,,,"55","66","49",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-05",,,,"56","66","49",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-06",,,,"60","71","52",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-07",,,,"65","73","56",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-08",,,,"55","63","48",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-09",,,,"60","72","48",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-10",,,,"68","78","61",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-11",,,,"63","72","55",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-12",,,,"58","73","46",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-13",,,,"53","63","49",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-14",,,,"51","54","50",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-15",,,,"51","56","46",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-16",,,,"53","60","45",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-17",,,,"58","69","48",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-18",,,,"62","74","54",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-19",,,,"69","79","59",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-20",,,,"73","84","63",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-21",,,,"70","83","57",,
"USR0000CWIL","WILEY RIDGE CALIFORNIA, CA US","2013-04-22",,,,"58","72","50",,
